Entidad,Num_Ent,Municipio,Num_Mun,lat,lon
Michoacán de Ocampo,16,Carácuaro,13,19.017308,-101.126991
Michoacán de Ocampo,16,Coahuayana,14,18.702474,-103.662931
Michoacán de Ocampo,16,Coalcomán de Vázquez Pallares,15,18.777099,-103.159555
Michoacán de Ocampo,16,Coeneo,16,19.820984,-101.583751
Michoacán de Ocampo,16,Contepec,17,19.955269,-100.164457
Michoacán de Ocampo,16,Copándaro,18,19.893824,-101.215305
Michoacán de Ocampo,16,Cotija,19,19.810285,-102.705822
Michoacán de Ocampo,16,Cuitzeo,20,19.968214,-101.139584
Michoacán de Ocampo,16,Charapan,21,19.650169,-102.252738
Michoacán de Ocampo,16,Charo,22,19.74667,-101.046313
Michoacán de Ocampo,16,Chavinda,23,20.006939,-102.458585
Michoacán de Ocampo,16,Cherán,24,19.687652,-101.954816
Michoacán de Ocampo,16,Chilchota,25,19.849207,-102.119437
Michoacán de Ocampo,16,Chinicuila,26,18.758168,-103.3678
Michoacán de Ocampo,16,Chucándiro,27,19.899965,-101.333391
Michoacán de Ocampo,16,Churintzio,28,20.15096,-102.065921
Michoacán de Ocampo,16,Churumuco,29,18.664558,-101.646553
Michoacán de Ocampo,16,Ecuandureo,30,20.162616,-102.194566
Michoacán de Ocampo,16,Epitacio Huerta,31,20.134689,-100.293722
Michoacán de Ocampo,16,Erongarícuaro,32,19.588253,-101.720086
Michoacán de Ocampo,16,Gabriel Zamora,33,19.159804,-102.053965
Michoacán de Ocampo,16,Hidalgo,34,19.689351,-100.555161
Michoacán de Ocampo,16,La Huacana,35,18.962887,-101.808867
Michoacán de Ocampo,16,Huandacareo,36,19.988704,-101.275853
Michoacán de Ocampo,16,Huaniqueo,37,19.898995,-101.505151
Michoacán de Ocampo,16,Huetamo,38,18.626426,-100.899725
Michoacán de Ocampo,16,Huiramba,39,19.546481,-101.437993
Michoacán de Ocampo,16,Indaparapeo,40,19.790059,-100.968493
Michoacán de Ocampo,16,Irimbo,41,19.697488,-100.479101
Michoacán de Ocampo,16,Ixtlán,42,20.168366,-102.394624
Michoacán de Ocampo,16,Jacona,43,19.956322,-102.306023
Michoacán de Ocampo,16,Jiménez,44,19.922266,-101.749293
Michoacán de Ocampo,16,Jiquilpan,45,19.989719,-102.718563
Michoacán de Ocampo,16,Juárez,46,19.312276,-100.432791
Michoacán de Ocampo,16,Jungapeo,47,19.458725,-100.494612
Michoacán de Ocampo,16,Lagunillas,48,19.564623,-101.414779
Michoacán de Ocampo,16,Madero,49,19.392121,-101.277616
Michoacán de Ocampo,16,Maravatío,50,19.891674,-100.441667
Michoacán de Ocampo,16,Marcos Castellanos,51,19.990238,-103.021504
Michoacán de Ocampo,16,Lázaro Cárdenas,52,17.962334,-102.197981
Michoacán de Ocampo,16,Morelia,53,19.703384,-101.192046
Michoacán de Ocampo,16,Morelos,54,20.004252,-101.412386
Michoacán de Ocampo,16,Múgica,55,19.028805,-102.086734
Michoacán de Ocampo,16,Nahuatzen,56,19.654073,-101.917137
Michoacán de Ocampo,16,Nocupétaro,57,19.043297,-101.162229
Michoacán de Ocampo,16,Nuevo Parangaricutiro,58,19.416644,-102.12988
Michoacán de Ocampo,16,Nuevo Urecho,59,19.165872,-101.868847
Michoacán de Ocampo,16,Numarán,60,20.2549,-101.947197
Michoacán de Ocampo,16,Ocampo,61,19.583848,-100.339282
Michoacán de Ocampo,16,Pajacuarán,62,20.116894,-102.565513
Michoacán de Ocampo,16,Panindícuaro,63,19.983959,-101.76146
Michoacán de Ocampo,16,Parácuaro,64,19.145773,-102.220048
Michoacán de Ocampo,16,Paracho,65,19.647297,-102.048468
Michoacán de Ocampo,16,Pátzcuaro,66,19.513598,-101.610116
Michoacán de Ocampo,16,Penjamillo,67,20.104468,-101.933671
Michoacán de Ocampo,16,Peribán,68,19.520727,-102.416188
Michoacán de Ocampo,16,La Piedad,69,20.34145,-102.022554
Michoacán de Ocampo,16,Purépero,70,19.909963,-102.006741
Michoacán de Ocampo,16,Puruándiro,71,20.088665,-101.5152
Michoacán de Ocampo,16,Queréndaro,72,19.810028,-100.883488
Michoacán de Ocampo,16,Quiroga,73,19.663786,-101.524004
Michoacán de Ocampo,16,Cojumatlán de Régules,74,20.118998,-102.851005
Michoacán de Ocampo,16,Los Reyes,75,19.588974,-102.474679
Michoacán de Ocampo,16,Sahuayo,76,20.057684,-102.716797
Michoacán de Ocampo,16,San Lucas,77,18.591411,-100.784752
Michoacán de Ocampo,16,Santa Ana Maya,78,20.008392,-101.021763
Michoacán de Ocampo,16,Salvador Escalante,79,19.406085,-101.639798
Michoacán de Ocampo,16,Senguio,80,19.733341,-100.352407
Michoacán de Ocampo,16,Susupuato,81,19.215154,-100.408334
Michoacán de Ocampo,16,Tacámbaro,82,19.235537,-101.457328
Michoacán de Ocampo,16,Tancítaro,83,19.337498,-102.363034
Michoacán de Ocampo,16,Tangamandapio,84,19.953995,-102.432801
Michoacán de Ocampo,16,Tangancícuaro,85,19.888234,-102.208453
Michoacán de Ocampo,16,Tanhuato,86,20.283811,-102.327641
Michoacán de Ocampo,16,Taretan,87,19.334562,-101.917904
Michoacán de Ocampo,16,Tarímbaro,88,19.795666,-101.176392
Michoacán de Ocampo,16,Tepalcatepec,89,19.191367,-102.843708
Michoacán de Ocampo,16,Tingambato,90,19.501894,-101.853476
Michoacán de Ocampo,16,Tingüindín,91,19.738952,-102.483083
Michoacán de Ocampo,16,Tiquicheo de Nicolás Romero,92,18.900489,-100.736454
Michoacán de Ocampo,16,Tlalpujahua,93,19.805304,-100.173593
Michoacán de Ocampo,16,Tlazazalca,94,19.971236,-102.056679
Michoacán de Ocampo,16,Tocumbo,95,19.703293,-102.52096
Michoacán de Ocampo,16,Tumbiscatío,96,18.524801,-102.375023
Michoacán de Ocampo,16,Turicato,97,19.053758,-101.419794
Michoacán de Ocampo,16,Tuxpan,98,19.567961,-100.463778
Michoacán de Ocampo,16,Tuzantla,99,19.207606,-100.573064
Michoacán de Ocampo,16,Tzintzuntzan,100,19.625438,-101.576951
Michoacán de Ocampo,16,Tzitzio,101,19.58551,-100.924651
Michoacán de Ocampo,16,Uruapan,102,19.420888,-102.062799
Michoacán de Ocampo,16,Venustiano Carranza,103,20.115974,-102.652361
Michoacán de Ocampo,16,Villamar,104,20.020856,-102.595779
Michoacán de Ocampo,16,Vista Hermosa,105,20.273115,-102.473646
Michoacán de Ocampo,16,Yurécuaro,106,20.341089,-102.282425
Michoacán de Ocampo,16,Zacapu,107,19.818619,-101.79286
Michoacán de Ocampo,16,Zamora,108,19.983579,-102.285958
Michoacán de Ocampo,16,Zináparo,109,20.173189,-101.998774
Michoacán de Ocampo,16,Zinapécuaro,110,19.860275,-100.827583
Michoacán de Ocampo,16,Ziracuaretiro,111,19.417137,-101.910188
Michoacán de Ocampo,16,Zitácuaro,112,19.43718,-100.357486
Michoacán de Ocampo,16,José Sixto Verduzco,113,20.302184,-101.596856
Morelos,17,Amacuzac,1,18.600002,-99.369514
Morelos,17,Atlatlahucan,2,18.936271,-98.899175
Morelos,17,Axochiapan,3,18.502406,-98.754079
Morelos,17,Ayala,4,18.767087,-98.982142
Morelos,17,Coatlán del Río,5,18.744186,-99.434801
Morelos,17,Cuautla,6,18.812788,-98.955265
Morelos,17,Cuernavaca,7,18.921783,-99.234897
Morelos,17,Emiliano Zapata,8,18.840984,-99.183243
Morelos,17,Huitzilac,9,19.029033,-99.267453
Morelos,17,Jantetelco,10,18.715206,-98.777301
Morelos,17,Jiutepec,11,18.881974,-99.177198
Morelos,17,Jojutla,12,18.616566,-99.181044
Morelos,17,Jonacatepec de Leandro Valle,13,18.68069,-98.803223
Morelos,17,Mazatepec,14,18.733184,-99.366972
Morelos,17,Miacatlán,15,18.769983,-99.360265
Morelos,17,Ocuituco,16,18.877693,-98.775698
Morelos,17,Puente de Ixtla,17,18.616875,-99.323701
Morelos,17,Temixco,18,18.845273,-99.224143
Morelos,17,Tepalcingo,19,18.594736,-98.844357
Morelos,17,Tepoztlán,20,18.986457,-99.101227
Morelos,17,Tetecala,21,18.728967,-99.398583
Morelos,17,Tetela del Volcán,22,18.893525,-98.730066
Morelos,17,Tlalnepantla,23,19.007927,-98.997352
Morelos,17,Tlaltizapán de Zapata,24,18.682962,-99.118179
Morelos,17,Tlaquiltenango,25,18.63003,-99.162662
Morelos,17,Tlayacapan,26,18.956617,-98.983118
Morelos,17,Totolapan,27,18.987223,-98.921439
Morelos,17,Xochitepec,28,18.781866,-99.231463
Morelos,17,Yautepec,29,18.886062,-99.060754
Morelos,17,Yecapixtla,30,18.88342,-98.868144
Morelos,17,Zacatepec,31,18.655408,-99.194279
Morelos,17,Zacualpan de Amilpas,32,18.784393,-98.765423
Morelos,17,Temoac,33,18.772315,-98.778043
Morelos,17,Coatetelco,34,18.730486,-99.327058
Morelos,17,Xoxocotla,35,18.686573,-99.244895
Nayarit,18,Acaponeta,1,22.489388,-105.360184
Nayarit,18,Ahuacatlán,2,21.050587,-104.484664
Nayarit,18,Amatlán de Cañas,3,20.807782,-104.405389
Nayarit,18,Compostela,4,21.23753,-104.900597
Nayarit,18,Huajicori,5,22.637261,-105.319985
Nayarit,18,Ixtlán del Río,6,21.035055,-104.368911
Nayarit,18,Jala,7,21.104821,-104.438217
Nayarit,18,Xalisco,8,21.443687,-104.899736
Nayarit,18,Del Nayar,9,22.251125,-104.517943
Nayarit,18,Rosamorada,10,22.122545,-105.20413
Nayarit,18,Ruíz,11,21.950253,-105.145057
Nayarit,18,San Blas,12,21.541738,-105.286046
Nayarit,18,San Pedro Lagunillas,13,21.221906,-104.75111
Nayarit,18,Santa María del Oro,14,21.333189,-104.587207
Nayarit,18,Santiago Ixcuintla,15,21.808336,-105.206044
Nayarit,18,Tecuala,16,22.395041,-105.456034
Nayarit,18,Tepic,17,21.507413,-104.893799
Nayarit,18,Tuxpan,18,21.94479,-105.298087
Nayarit,18,La Yesca,19,21.318885,-104.009764
Nayarit,18,Bahía de Banderas,20,20.80676,-105.247924
Nuevo León,19,Abasolo,1,25.945338,-100.399988
Nuevo León,19,Agualeguas,2,26.310915,-99.539389
Nuevo León,19,Los Aldamas,3,26.064143,-99.196733
Nuevo León,19,Allende,4,25.2869,-100.008324
Nuevo León,19,Anáhuac,5,27.240647,-100.132436
Nuevo León,19,Apodaca,6,25.781294,-100.189228
Nuevo León,19,Aramberri,7,24.100586,-99.818067
Nuevo León,19,Bustamante,8,26.534664,-100.502706
Nuevo León,19,Cadereyta Jiménez,9,25.591008,-100.001594
Nuevo León,19,El Carmen,10,25.932228,-100.364122
Nuevo León,19,Cerralvo,11,26.089869,-99.614733
Nuevo León,19,Ciénega de Flores,12,25.952069,-100.168108
Nuevo León,19,China,13,25.705914,-99.239317
Nuevo León,19,Doctor Arroyo,14,23.674692,-100.182256
Nuevo León,19,Doctor Coss,15,25.925897,-99.184372
Nuevo León,19,Doctor González,16,25.858829,-99.941869
Nuevo León,19,Galeana,17,24.826267,-100.077428
Nuevo León,19,García,18,25.800492,-100.585469
Nuevo León,19,San Pedro Garza García,19,25.665169,-100.402467
Nuevo León,19,General Bravo,20,25.793297,-99.181233
Nuevo León,19,General Escobedo,21,25.807986,-100.322642
Nuevo León,19,General Terán,22,25.257186,-99.685814
Nuevo León,19,General Treviño,23,26.226969,-99.484081
Nuevo León,19,General Zaragoza,24,23.973261,-99.772392
Nuevo León,19,General Zuazua,25,25.896978,-100.108247
Nuevo León,19,Guadalupe,26,25.677325,-100.259897
Nuevo León,19,Los Herreras,27,25.905606,-99.403297
Nuevo León,19,Higueras,28,25.961956,-100.01435
Nuevo León,19,Hualahuises,29,24.884642,-99.673228
Nuevo León,19,Iturbide,30,24.725978,-99.905261
Nuevo León,19,Juárez,31,25.646225,-100.090881
Nuevo León,19,Lampazos de Naranjo,32,27.025312,-100.504324
Nuevo León,19,Linares,33,24.859653,-99.567869
Nuevo León,19,Marín,34,25.879302,-100.034049
Nuevo León,19,Melchor Ocampo,35,26.058525,-99.542283
Nuevo León,19,Mier y Noriega,36,23.423119,-100.119669
Nuevo León,19,Mina,37,26.001256,-100.531844
Nuevo León,19,Montemorelos,38,25.189253,-99.826958
Nuevo León,19,Monterrey,39,25.664697,-100.310892
Nuevo León,19,Parás,40,26.498539,-99.525422
Nuevo León,19,Pesquería,41,25.783258,-100.053678
Nuevo León,19,Los Ramones,42,25.696392,-99.624031
Nuevo León,19,Rayones,43,25.018122,-100.073214
Nuevo León,19,Sabinas Hidalgo,44,26.498369,-100.181147
Nuevo León,19,Salinas Victoria,45,25.959567,-100.291506
Nuevo León,19,San Nicolás de los Garza,46,25.755253,-100.289586
Nuevo León,19,Hidalgo,47,25.97565,-100.446894
Nuevo León,19,Santa Catarina,48,25.674364,-100.461747
Nuevo León,19,Santiago,49,25.4271,-100.153011
Nuevo León,19,Vallecillo,50,26.659673,-99.989579
Nuevo León,19,Villaldama,51,26.498225,-100.424561
Oaxaca,20,Abejones,1,17.435752,-96.608174
Oaxaca,20,Acatlán de Pérez Figueroa,2,18.538563,-96.60761
Oaxaca,20,Asunción Cacalotepec,3,17.035264,-95.956562
Oaxaca,20,Asunción Cuyotepeji,4,17.930901,-97.674353
Oaxaca,20,Asunción Ixtaltepec,5,16.50384,-95.057045
Oaxaca,20,Asunción Nochixtlán,6,17.458936,-97.225199
Oaxaca,20,Asunción Ocotlán,7,16.759179,-96.721326
Oaxaca,20,Asunción Tlacolulita,8,16.300263,-95.726305
Oaxaca,20,Ayotzintepec,9,17.676709,-96.133271
Oaxaca,20,El Barrio de la Soledad,10,16.803935,-95.11219
Oaxaca,20,Calihualá,11,17.532858,-98.278376
Oaxaca,20,Candelaria Loxicha,12,15.926334,-96.491919
Oaxaca,20,Ciénega de Zimatlán,13,16.897088,-96.766618
Oaxaca,20,Ciudad Ixtepec,14,16.567698,-95.098713
Oaxaca,20,Coatecas Altas,15,16.536759,-96.664981
Oaxaca,20,Coicoyán de las Flores,16,17.272898,-98.276094
Oaxaca,20,La Compañía,17,16.55823,-96.81998
Oaxaca,20,Concepción Buenavista,18,17.878533,-97.400233
Oaxaca,20,Concepción Pápalo,19,17.841365,-96.88136
Oaxaca,20,Constancia del Rosario,20,17.037822,-97.941458
Oaxaca,20,Cosolapa,21,18.601787,-96.682386
Oaxaca,20,Cosoltepec,22,18.141977,-97.790672
Oaxaca,20,Cuilápam de Guerrero,23,16.996001,-96.780591
Oaxaca,20,Cuyamecalco Villa de Zaragoza,24,17.965083,-96.831376
Oaxaca,20,Chahuites,25,16.287609,-94.195824
Oaxaca,20,Chalcatongo de Hidalgo,26,17.032029,-97.570989
Oaxaca,20,Chiquihuitlán de Benito Juárez,27,17.995439,-96.745448
Oaxaca,20,Heroica Ciudad de Ejutla de Crespo,28,16.564276,-96.731901
Oaxaca,20,Eloxochitlán de Flores Magón,29,18.176881,-96.876091
Oaxaca,20,El Espinal,30,16.48571,-95.042836
Oaxaca,20,Tamazulápam del Espíritu Santo,31,17.054436,-96.065106
Oaxaca,20,Fresnillo de Trujano,32,17.908013,-98.136301
Oaxaca,20,Guadalupe Etla,33,17.171637,-96.810576
Oaxaca,20,Guadalupe de Ramírez,34,17.756051,-98.164394
Oaxaca,20,Guelatao de Juárez,35,17.318173,-96.493683
Oaxaca,20,Guevea de Humboldt,36,16.792614,-95.368056
Oaxaca,20,Mesones Hidalgo,37,16.915356,-97.966546
Oaxaca,20,Villa Hidalgo,38,17.185888,-96.178834
Oaxaca,20,Heroica Ciudad de Huajuapan de León,39,17.806837,-97.776236
Oaxaca,20,Huautepec,40,18.101978,-96.797299
Oaxaca,20,Huautla de Jiménez,41,18.130377,-96.846162
Oaxaca,20,Ixtlán de Juárez,42,17.331529,-96.487802
Oaxaca,20,Heroica Ciudad de Juchitán de Zaragoza,43,16.433308,-95.021633
Oaxaca,20,Loma Bonita,44,18.109871,-95.879976
Oaxaca,20,Magdalena Apasco,45,17.242063,-96.821091
Oaxaca,20,Magdalena Jaltepec,46,17.323621,-97.221277
Oaxaca,20,Santa Magdalena Jicotlán,47,17.807017,-97.470653
Oaxaca,20,Magdalena Mixtepec,48,16.896112,-96.907728
Oaxaca,20,Magdalena Ocotlán,49,16.709455,-96.712365
Oaxaca,20,Magdalena Peñasco,50,17.236252,-97.551539
Oaxaca,20,Magdalena Teitipac,51,16.906621,-96.558739
Oaxaca,20,Magdalena Tequisistlán,52,16.398917,-95.602909
Oaxaca,20,Magdalena Tlacotepec,53,16.503966,-95.203306
Oaxaca,20,Magdalena Zahuatlán,54,17.388426,-97.229021
Oaxaca,20,Mariscala de Juárez,55,17.860506,-98.141621
Oaxaca,20,Mártires de Tacubaya,56,16.537986,-98.250913
Oaxaca,20,Matías Romero Avendaño,57,16.877889,-95.042149
Oaxaca,20,Mazatlán Villa de Flores,58,18.032564,-96.913721
Oaxaca,20,Miahuatlán de Porfirio Díaz,59,16.328478,-96.596524
Oaxaca,20,Mixistlán de la Reforma,60,17.146838,-96.112028
Oaxaca,20,Monjas,61,16.367186,-96.63677
Oaxaca,20,Natividad,62,17.296876,-96.433294
Oaxaca,20,Nazareno Etla,63,17.17799,-96.824002
Oaxaca,20,Nejapa de Madero,64,16.608181,-95.98045
Oaxaca,20,Ixpantepec Nieves,65,17.506686,-98.044862
Oaxaca,20,Santiago Niltepec,66,16.562093,-94.613004
Oaxaca,20,Oaxaca de Juárez,67,17.059993,-96.72545
Oaxaca,20,Ocotlán de Morelos,68,16.791641,-96.675064
Oaxaca,20,La Pe,69,16.629959,-96.799658
Oaxaca,20,Pinotepa de Don Luis,70,16.428442,-97.977435
Oaxaca,20,Pluma Hidalgo,71,15.925846,-96.419443
Oaxaca,20,San José del Progreso,72,16.685128,-96.685529
Oaxaca,20,Putla Villa de Guerrero,73,17.026205,-97.928153
Oaxaca,20,Santa Catarina Quioquitani,74,16.315654,-96.284965
Oaxaca,20,Reforma de Pineda,75,16.399319,-94.458434
Oaxaca,20,La Reforma,76,16.623315,-97.844498
Oaxaca,20,Reyes Etla,77,17.205556,-96.810093
Oaxaca,20,Rojas de Cuauhtémoc,78,17.008284,-96.618646
Oaxaca,20,Salina Cruz,79,16.175885,-95.192159
Oaxaca,20,San Agustín Amatengo,80,16.509943,-96.789325
Oaxaca,20,San Agustín Atenango,81,17.611699,-98.015183
Oaxaca,20,San Agustín Chayuco,82,16.402382,-97.807518
Oaxaca,20,San Agustín de las Juntas,83,17.01166,-96.711441
Oaxaca,20,San Agustín Etla,84,17.189083,-96.764424
Oaxaca,20,San Agustín Loxicha,85,16.016609,-96.616764
Oaxaca,20,San Agustín Tlacotepec,86,17.203684,-97.5179
Oaxaca,20,San Agustín Yatareni,87,17.081212,-96.668117
Oaxaca,20,San Andrés Cabecera Nueva,88,16.888416,-97.68099
Oaxaca,20,San Andrés Dinicuiti,89,17.688115,-97.726751
Oaxaca,20,San Andrés Huaxpaltepec,90,16.329046,-97.916349
Oaxaca,20,San Andrés Huayápam,91,17.102543,-96.666239
Oaxaca,20,San Andrés Ixtlahuaca,92,17.070874,-96.825177
Oaxaca,20,San Andrés Lagunas,93,17.574427,-97.522746
Oaxaca,20,San Andrés Nuxiño,94,17.238358,-97.105271
Oaxaca,20,San Andrés Paxtlán,95,16.215636,-96.50758
Oaxaca,20,San Andrés Sinaxtla,96,17.468502,-97.283811
Oaxaca,20,San Andrés Solaga,97,17.271028,-96.236895
Oaxaca,20,San Andrés Teotilálpam,98,17.954131,-96.656588
Oaxaca,20,San Andrés Tepetlapa,99,17.665833,-98.391687
Oaxaca,20,San Andrés Yaá,100,17.292578,-96.153616
Oaxaca,20,San Andrés Zabache,101,16.600149,-96.857736
Oaxaca,20,San Andrés Zautla,102,17.186388,-96.86349
Oaxaca,20,San Antonino Castillo Velasco,103,16.803228,-96.68464
Oaxaca,20,San Antonino el Alto,104,16.815701,-97.029374
Oaxaca,20,San Antonino Monte Verde,105,17.533614,-97.720629
Oaxaca,20,San Antonio Acutla,106,17.74403,-97.500305
Oaxaca,20,San Antonio de la Cal,107,17.031313,-96.699284
Oaxaca,20,San Antonio Huitepec,108,16.927331,-97.147422
Oaxaca,20,San Antonio Nanahuatípam,109,18.130299,-97.123645
Oaxaca,20,San Antonio Sinicahua,110,17.151574,-97.567959
Oaxaca,20,San Antonio Tepetlapa,111,16.542361,-98.066226
Oaxaca,20,San Baltazar Chichicápam,112,16.762097,-96.489681
Oaxaca,20,San Baltazar Loxicha,113,16.0733,-96.790321
Oaxaca,20,San Baltazar Yatzachi el Bajo,114,17.228157,-96.219811
Oaxaca,20,San Bartolo Coyotepec,115,16.958281,-96.70765
Oaxaca,20,San Bartolomé Ayautla,116,18.0318,-96.671509
Oaxaca,20,San Bartolomé Loxicha,117,15.97039,-96.711016
Oaxaca,20,San Bartolomé Quialana,118,16.901888,-96.501206
Oaxaca,20,San Bartolomé Yucuañe,119,17.242547,-97.447929
Oaxaca,20,San Bartolomé Zoogocho,120,17.240789,-96.243051
Oaxaca,20,San Bartolo Soyaltepec,121,17.590641,-97.308935
Oaxaca,20,San Bartolo Yautepec,122,16.430741,-95.973112
Oaxaca,20,San Bernardo Mixtepec,123,16.824661,-96.898666
Oaxaca,20,San Blas Atempa,124,16.326322,-95.227546
Oaxaca,20,San Carlos Yautepec,125,16.500607,-96.106704
Oaxaca,20,San Cristóbal Amatlán,126,16.318408,-96.410016
Oaxaca,20,San Cristóbal Amoltepec,127,17.284533,-97.569853
Oaxaca,20,San Cristóbal Lachirioag,128,17.335972,-96.165047
Oaxaca,20,San Cristóbal Suchixtlahuaca,129,17.727554,-97.366656
Oaxaca,20,San Dionisio del Mar,130,16.320539,-94.757003
Oaxaca,20,San Dionisio Ocotepec,131,16.797754,-96.396037
Oaxaca,20,San Dionisio Ocotlán,132,16.746444,-96.680835
Oaxaca,20,San Esteban Atatlahuca,133,17.066549,-97.677769
Oaxaca,20,San Felipe Jalapa de Díaz,134,18.071283,-96.536115
Oaxaca,20,San Felipe Tejalápam,135,17.111401,-96.853258
Oaxaca,20,San Felipe Usila,136,17.879395,-96.528363
Oaxaca,20,San Francisco Cahuacuá,137,16.893563,-97.305594
Oaxaca,20,San Francisco Cajonos,138,17.172094,-96.251464
Oaxaca,20,San Francisco Chapulapa,139,17.940951,-96.754408
Oaxaca,20,San Francisco Chindúa,140,17.428581,-97.312791
Oaxaca,20,San Francisco del Mar,141,16.233446,-94.632276
Oaxaca,20,San Francisco Huehuetlán,142,18.197594,-96.947821
Oaxaca,20,San Francisco Ixhuatán,143,16.352357,-94.483828
Oaxaca,20,San Francisco Jaltepetongo,144,17.385714,-97.262854
Oaxaca,20,San Francisco Lachigoló,145,17.011407,-96.598516
Oaxaca,20,San Francisco Logueche,146,16.352279,-96.377979
Oaxaca,20,San Francisco Nuxaño,147,17.380833,-97.343951
Oaxaca,20,San Francisco Ozolotepec,148,16.100539,-96.220682
Oaxaca,20,San Francisco Sola,149,16.514966,-96.9744
Oaxaca,20,San Francisco Telixtlahuaca,150,17.296596,-96.904413
Oaxaca,20,San Francisco Teopan,151,17.851128,-97.492531
Oaxaca,20,San Francisco Tlapancingo,152,17.484124,-98.268909
Oaxaca,20,San Gabriel Mixtepec,153,16.094423,-97.079499
Oaxaca,20,San Ildefonso Amatlán,154,16.334095,-96.491556
Oaxaca,20,San Ildefonso Sola,155,16.519812,-96.983668
Oaxaca,20,San Ildefonso Villa Alta,156,17.339011,-96.153014
Oaxaca,20,San Jacinto Amilpas,157,17.100807,-96.762562
Oaxaca,20,San Jacinto Tlacotepec,158,16.520368,-97.385998
Oaxaca,20,San Jerónimo Coatlán,159,16.232721,-96.869294
Oaxaca,20,San Jerónimo Silacayoapilla,160,17.80963,-97.845933
Oaxaca,20,San Jerónimo Sosola,161,17.366559,-97.032614
Oaxaca,20,San Jerónimo Taviche,162,16.713679,-96.594263
Oaxaca,20,San Jerónimo Tecóatl,163,18.166914,-96.9132
Oaxaca,20,San Jorge Nuchita,164,17.655954,-98.10613
Oaxaca,20,San José Ayuquila,165,17.941788,-97.969274
Oaxaca,20,San José Chiltepec,166,17.945353,-96.170537
Oaxaca,20,San José del Peñasco,167,16.316059,-96.501381
Oaxaca,20,San José Estancia Grande,168,16.365203,-98.251286
Oaxaca,20,San José Independencia,169,18.239824,-96.646128
Oaxaca,20,San José Lachiguiri,170,16.378776,-96.336433
Oaxaca,20,San José Tenango,171,18.150762,-96.717209
Oaxaca,20,San Juan Achiutla,172,17.344245,-97.508873
Oaxaca,20,San Juan Atepec,173,17.426393,-96.539133
Oaxaca,20,Ánimas Trujano,174,16.988882,-96.713196
Oaxaca,20,San Juan Bautista Atatlahuca,175,17.531096,-96.829941
Oaxaca,20,San Juan Bautista Coixtlahuaca,176,17.724643,-97.323823
Oaxaca,20,San Juan Bautista Cuicatlán,177,17.801548,-96.959567
Oaxaca,20,San Juan Bautista Guelache,178,17.226545,-96.778505
Oaxaca,20,San Juan Bautista Jayacatlán,179,17.423504,-96.822571
Oaxaca,20,San Juan Bautista Lo de Soto,180,16.511515,-98.346803
Oaxaca,20,San Juan Bautista Suchitepec,181,17.972718,-97.65982
Oaxaca,20,San Juan Bautista Tlacoatzintepec,182,17.859441,-96.587088
Oaxaca,20,San Juan Bautista Tlachichilco,183,17.622548,-98.343993
Oaxaca,20,San Juan Bautista Tuxtepec,184,18.081165,-96.118482
Oaxaca,20,San Juan Cacahuatepec,185,16.613734,-98.156092
Oaxaca,20,San Juan Cieneguilla,186,17.851659,-98.280764
Oaxaca,20,San Juan Coatzóspam,187,18.0497,-96.763325
Oaxaca,20,San Juan Colorado,188,16.459666,-97.953989
Oaxaca,20,San Juan Comaltepec,189,17.33818,-95.976846
Oaxaca,20,San Juan Cotzocón,190,17.164002,-95.78231
Oaxaca,20,San Juan Chicomezúchil,191,17.288975,-96.494917
Oaxaca,20,San Juan Chilateca,192,16.828518,-96.672011
Oaxaca,20,San Juan del Estado,193,17.273528,-96.799273
Oaxaca,20,San Juan del Río,194,16.882527,-96.16047
Oaxaca,20,San Juan Diuxi,195,17.281509,-97.374243
Oaxaca,20,San Juan Evangelista Analco,196,17.405827,-96.53795
Oaxaca,20,San Juan Guelavía,197,16.956763,-96.545832
Oaxaca,20,San Juan Guichicovi,198,16.962829,-95.095094
Oaxaca,20,San Juan Ihualtepec,199,17.739842,-98.288846
Oaxaca,20,San Juan Juquila Mixes,200,16.935633,-95.918818
Oaxaca,20,San Juan Juquila Vijanos,201,17.353813,-96.304015
Oaxaca,20,San Juan Lachao,202,16.158538,-97.125108
Oaxaca,20,San Juan Lachigalla,203,16.59178,-96.548843
Oaxaca,20,San Juan Lajarcia,204,16.508444,-95.925591
Oaxaca,20,San Juan Lalana,205,17.470891,-95.879883
Oaxaca,20,San Juan de los Cués,206,18.046927,-97.059664
Oaxaca,20,San Juan Mazatlán,207,17.031124,-95.446467
Oaxaca,20,San Juan Mixtepec,208,17.305726,-97.831447
Oaxaca,20,San Juan Mixtepec,209,16.277539,-96.299478
Oaxaca,20,San Juan Ñumí,210,17.398289,-97.706421
Oaxaca,20,San Juan Ozolotepec,211,16.133008,-96.259293
Oaxaca,20,San Juan Petlapa,212,17.469302,-96.036834
Oaxaca,20,San Juan Quiahije,213,16.301878,-97.316846
Oaxaca,20,San Juan Quiotepec,214,17.600763,-96.588162
Oaxaca,20,San Juan Sayultepec,215,17.453482,-97.284741
Oaxaca,20,San Juan Tabaá,216,17.305186,-96.207102
Oaxaca,20,San Juan Tamazola,217,17.160439,-97.226883
Oaxaca,20,San Juan Teita,218,17.095262,-97.414313
Oaxaca,20,San Juan Teitipac,219,16.934399,-96.608509
Oaxaca,20,San Juan Tepeuxila,220,17.722881,-96.841103
Oaxaca,20,San Juan Teposcolula,221,17.550609,-97.424579
